file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Roomtone_Garage.wav,A machine is running at a moderate volume,A machine is operating at a steady volume,A motor is operating steadily and a slight vibration.,A factory is repeatedly producing a product on the assembly line.,"A person steadily operates a motor, even though it is emitting a slight vibration."
leaf on stone.wav,Metal scrapes as multiple voices speak against an ominous background.,Scraping is going on continuously while men talk in the background.,Scraping metal accompanies voices with ominous background noise,Scraping is going on continuously while men speak in the background.,"People are conversing in the background, while a small object is moved"
Chalk on chalk board.wav,Someone writes on a chalkboard very quickly making shapes on the board.,A person quickly writes something on a chalkboard.,A piece of chalk is being written on the board.,A piece of chalk is being written with on the  blackboard.,The teacher is writing on the chalk board.
EXT_RainInPuddle.wav,Rain is falling heavily from a roof onto a hard surface.,Water is running at a steady tempo down a creek.,Water coming down from a fall or mountain,The creek water runs steadily through the wilderness.,A cascade of rain falls from a roof onto the cement below.
Kitchen Clock Ticking.wav,An object ticks every second while rain sounds are in the background.,The clock clicks away as each second passes.,The large grandfather style clock produces a steady tick.,The steady tick of a large grandfather style clock.,A clock is ticking for every second time passes by.
BeesBuzzing2May2nd2015bitrate48.wav,A bee hive constantly drones to the backdrop of birds chirping,The bees are buzzing at the same time the birds are chirping.,The bees are buzzing with birds tweeting in the background.,The bird calls resound along with the continuous buzzing of nearby bees.,Bees are buzzing and birds are tweeting in the background.
metal soft scrape.wav,A person is scraping a metal surface with a scraper.,a scraping sound repeats similar to writing on a white board,Someone is running a scraper along a metal surface.,A pan is being scraped clean with a utensil.,A utensil is being used to scrape a pan clean.
sonicsnaps-LBFR-schoolbell.wav,Bells make a short musical melody three times with a break in between.,The ringing repetitively plays three times in a row.,Bells produce a short musical melody three times with a pause in between.,A song starts playing for a few seconds before playing itself again several times.,a little melody plays three times in a row
Cicada Chant.wav,The scratchy noise goes on and on with no signs of stopping.,A dog repeatedly makes a gurgling noise and barks.,A sheet of metal is shaking as it makes a warbling sound.,A dog is barking and gurgling over and over.,A sheet of metal produces a rattling as it moves
God is Potential2.wav,"A woman speaks loudly to a group while static sounds continue, and people murmur, and a faint scream sounds.",A woman gives  a speech to the people.,A woman is talking while a train is passing by.,A woman is speaking while a train is passing by.,A woman is giving a speech over the people.
firealarm.wav,An emergency alarm is going off to warn people.,An alarm repeatedly echoes inside a building with rumbling in the foreground.,Emergency alarm is going off to warn people.,With rumbling in the foreground an alarm repeatedly echoes inside a building.,Siren sound goes on constantly with a mild slow drum beat background
airliner_approach_1.wav,The roaring winds of a jet airplane soars through the sky,The airplane flies over as the wind gets louder.,An airliner approaches and then passes quickly by.,The wind is getting louder and then the airplane flies over.,A jet airplane roars through the night sky.
Ruffling bed sheets calm.wav,Someone is sliding a heavy box across a floor.,A shovel is being used to clear the walkway of snow.,Someone is sliding a weighty box around a floor,A large bag being dragged along the ground,Snow is being shoveled with a shovel to clear a walkway
Door opening.wav,A voice followed by a creaking back and forth sound which repeats and changes then a female meows,A person is speaking and a rocking chair is moving slowly back and forth with a person imitating a cat.,A person speaking than a rocking chair moving slowly back and forth with a person imitating a cat.,A wooden floor makes a creaking noise as a rocking chair moves back and forth.,The creaks of wood on wood as a rocking chair move back and forth.
